class	count	class;label	percentage
Q109598321	1	'literary style'@en	0.0%
Q10942443	1	'suite'@en	0.0%
Q1092939	1	'cardinal title'@en	0.0%
Q10929058	1	'product model'@en	0.0%
Q109239751	1	'Eastern Catholic cemetery'@en	0.0%
Q109235270	1	'quaker cemetery'@en	0.0%
Q10901138	1	'chokugan-ji'@en	0.0%
Q10862618	1	'saddle'@en	0.0%
Q10860585	1	'country within the Czech Republic'@en	0.0%
Q108465955	1	'fiction genre'@en	0.0%
Q108402818	1	'university in Nova Scotia'@en	0.0%
Q108300140	1	'occupation group according to ISCO'@en	0.0%
Q10827799	1	'silk painting'@en	0.0%
Q108040195	1	'music release attribute'@en	0.0%
Q1079855	1	'Monzeki'@en	0.0%
Q107679	1	'cliff'@en	0.0%
Q1075	1	'color'@en	0.0%
Q10748583	1	'Buddhist temple in Vietnam'@en	0.0%
Q1074523	1	'planned community'@en	0.0%
Q107393743	1	'fire lookout station'@en	0.0%
Q10732476	1	'art collector'@en	0.0%
Q1072166	1	'tea house'@en	0.0%
Q106935957	1		0.0%
Q10684215	1	'slope house'@en	0.0%
Q106807864	1	'BAPS Shri Swaminarayan Mandir temple'@en	0.0%
Q1067867	1	'Sestiere of Venice'@en	0.0%
Q106760956	1	'engineering society'@en	0.0%
Q1067164	1	'service'@en	0.0%
Q106658	1	'district'@en	0.0%
Q106355253	1	'gospel episode'@en	0.0%
Q106259	1	'polder'@en	0.0%
Q1062404	1	'artist\'s book'@en	0.0%
Q1060750	1	'digital audio workstation'@en	0.0%
Q1059324	1	'university hospital'@en	0.0%
Q105890973	1	'supernatural realm'@en	0.0%
Q105821051	1	'unbuilt building or structure'@en	0.0%
Q1057440	1	'Heraion'@en	0.0%
Q105416219	1	'Roman Catholic Maintained school'@en	0.0%
Q105190	1	'levee'@en	0.0%
Q105036777	1	'pedestrian tunnel'@en	0.0%
Q1048525	1	'golf course'@en	0.0%
Q10451997	1	'classical Cepheid variable'@en	0.0%
Q104438958	1	'lost painting'@en	0.0%
Q10438042	1	'bus company'@en	0.0%
Q10411887	1	'approach lighthouse'@en	0.0%
Q104092768	1	'Academic hall of the University of Oxford'@en	0.0%
Q103817	1	'indigenous people'@en	0.0%
Q10373565	1	'waterworks'@en	0.0%
Q1030097	1	'campagne'@en	0.0%
Q102047	1	'suffix'@en	0.0%
Q101998	1	'biome'@en	0.0%
Q101609	1	'Twelve Olympians'@en	0.0%
Q1015644	1	'Burgstall'@en	0.0%
Q1015103	1	'castle chapel'@en	0.0%
Q101251494	1	'star'@en	0.0%
Q100773131	1	'economy of region'@en	0.0%
Q100731037	1	'Native American organization'@en	0.0%
Q100705206	1	'prefectural office building'@en	0.0%
Q1006283	1	'national trust'@en	0.0%
Q1000809	1	'Buddharupa'@en	0.0%
